,title,link,room_size,price
66,Junger Mann mit Behinderung sucht sozialen WG Mitbewohner - 2er WG Stiglmairplatz (80 qm) / Maxvorstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6927359.html,14.0,650.0
67,15 qm Zimmer in 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6526283.html,15.0,345.0
68,ZImmer zur Zwischenmiete in Maxvorstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6923885.html,10.0,400.0
69,Zentrale Lage: 15 qm Zimmer in Schwabing ab 15.10 zu vergeben :),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Olympiapark.6927318.html,15.0,490.0
70,Traum-WG in Obergiesing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.5377474.html,11.0,600.0
71,"Gemütliches Zimmer in traumhafter, ruhiger Wohnung",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6644348.html,20.0,640.0
72,Großes Zimmer in renovierter Altbauwohnung direkt am Wiener Platz,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6927260.html,20.0,915.0
73,Helles und ruhiges WG Zimmer in traumhafter Altbauwohnung,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.5333262.html,20.0,980.0
74,Schönes Zimmer in zweier WG Nähe Theresienwiese zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6926779.html,21.0,950.0
75,2er Studenten-WG in direkter Uni-Lage,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.4838698.html,22.0,280.0
76,2er Studenten-WG in direkter Uni-Lage,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.5725676.html,22.0,280.0
77,"Ideal f.Praktikum b.BMW/MAN/MTU, möbliertes Zi.mit Miniküche+VDSL",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.1834610.html,15.0,697.0
78,Charmantes Zimmer in liebenswerter WG sucht neuen Bewohner,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6887430.html,16.0,350.0
79,WG Neugründung / 2 Mädels gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6719061.html,15.0,500.0
80,Schönes Zimmer im Glockenbachviertel zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6927027.html,16.0,707.0
81,3er Wg-Neugründung in saniertem Altbau beim Prinzregentenplatz,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6878823.html,16.0,500.0
82,Schönster Balkon! Befristet möglich...,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Trudering.6531749.html,15.0,650.0
83,"Zwischenmiete :  ruhiges, helles Zimmer in Obergiesing",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6927129.html,24.0,1090.0
84,"Helles, ruhiges Zimmer in Obergiesing",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6344095.html,20.0,990.0
85,Schönes möbliertes  Zimmer in München,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Berg-am-Laim.4273523.html,10.0,350.0
86,Zimmer zur Untermiete in absoluter Bestelage neben TU,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.5171391.html,13.0,400.0
87,Zimmer in frisch renovierter 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Fasangarten.6271430.html,9.0,440.0
88,Möbliertes Studentenzimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.4676078.html,20.0,320.0
89,WG Zimmer mit sehr guter Anbindung und Lage,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Thalkirchen-Obersendling.6191647.html,16.0,530.0
90,Möbliertes Zimmer direkt am Oktoberfest,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6884080.html,18.0,500.0
91,WG Zimmer in München Moosach! Erstbezug! Wohnung frisch renoviert!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Moosach.6926968.html,24.0,670.0
92,15qm - möbliert - Dachterasse - 04.11.18 - 22.11.18,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6468739.html,15.0,300.0
93,frei ab sofort: Erker-Zimmer in renovierter Altbau-Wohnung am schönsten Platz Haidhausens,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6200195.html,22.0,800.0
94,Sehr schönes helles Zimmer  an Oktoberfestbedienung (weiblich)  günstig zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6926798.html,10.0,290.0
95,18 qm Zimmer in Milbertshofen Nähe Frankfurter Ring (U2),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.5854579.html,18.0,640.0
96,"Schönes WG Zimmer in toller, großer Wohnung mit Balkon",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Taufkirchen.5832259.html,13.0,455.0
97,"möbl. 9m2 Zimmer mit Balkon, TV, Dachterrasse mit Schwimmbad",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6926920.html,9.0,600.0
98,Wg Zimmer ab November zu vermieten.,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6569053.html,24.0,650.0
99,Möbliertes kleines WG Zimmer ab sofort,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Thalkirchen-Obersendling.6473939.html,12.0,550.0
100,Möbliertes 14 qm Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Glockenbachviertel.6926904.html,14.0,600.0
101,Möbliertes Zimmer in internationaler WG - Furnished Room in international shared flat,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Berg-am-Laim.6910367.html,12.0,560.0
102,"Zimmer Frei , Zwischenmiete! only Girls !",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.5637626.html,20.0,680.0
103,"möbliertes, Zimmer",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6711340.html,14.0,420.0
104,"WG-Zimmer in München-Allach (7min S-Bahn, 4min MAN)",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.5828674.html,10.0,500.0
105,"möbl. 24m2 Zimmer mit Balkon, TV, Dachterrasse mit Schwimmbad",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6926816.html,24.0,850.0
106,Fully furnished 19 Oct - 28 Oct,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Laim.6186850.html,16.0,180.0
107,One room In Two Bedroom Flat With Large Common Area in Quiet Neighborhood near Nymphenburg Palace,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6195961.html,20.0,750.0
108,"Schönes, helles Zimmer in Großhadern (ONLY WOMAN, GERMAN)",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Hadern.1483570.html,10.0,320.0
109,OKTOBERFEST!! Zimmer für 10 Tage zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Hadern.6925432.html,10.0,200.0
110,MÖBLIERTES Dachgeschosszimmer mit eigenem Bad und perfekter Anbindung,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.6091100.html,17.0,750.0
111,Möbliertes Studentenzimmer in Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6032170.html,25.0,200.0
112,Möbliertes helles Studentenzimmer in Uninähe,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.4898827.html,25.0,200.0
113,großes Zimmer in sehr Zentraler Lage,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6926729.html,20.0,700.0
114,Helles schönes möbliertes Zimmer in gepflegter 5er WG im Münchner Osten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.2514775.html,14.0,530.0
115,Wohnen bei der Turnerschaft Cheruscia,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.4976405.html,15.0,320.0
116,*September* Möbiliertes WG-Zimmer in Neuhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6268108.html,18.0,22.0
117,Fully-Furnished room for two months,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6920137.html,16.0,600.0
118,"Frei ab 01.10, möbliertes Zimmer nähe Prinzregentenplatz!",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.5595047.html,20.0,750.0
119,"Schönes, Helles WG-Zimmer in Schwabing-Freimann",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6916410.html,14.0,620.0
120,Studentin gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.2956242.html,10.0,450.0
121,Schwabing SHARED ROOM for students,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6306941.html,20.0,400.0
122,"Möbliertes 12qm Zimmer in ruhiger 2er WG, zentral",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6110444.html,12.0,620.0
123,Zwischenmieter/in gesucht - Altbauwohnung in Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.5631563.html,17.0,600.0
124,Zimmer in WG mit großer Dachterasse am Hirschgarten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6225483.html,18.0,850.0
125,28qm Zimmer in 2er WG bei der Wiesn,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6880311.html,28.0,622.0
126,"Ismaning,   Zwei Schöne ruhige ,möblierte Zimmer in einem Haus mit garten ,",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ismaning.6012728.html,15.0,600.0
127,WG-Gründung Toplage mit Wohnzimmer und Balkon Zimmer 1,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6925411.html,16.0,750.0
128,7er WG /Wettersteinplatz München / teilmöbliert / gehoben,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Giesing.6642293.html,16.0,700.0
129,WG-Gründung Toplage mit Wohnzimmer und Balkon Zimmer 2,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6925434.html,15.0,730.0
130,Wohnzimmer in eine WG Karl-Theodorstr,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Nord.3031382.html,20.0,830.0
131,Schlafzimmer in eine WG Karl-Theodorstr,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Nord.3031384.html,20.0,830.0
132,Helles freundliches Zimmer  ab November,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6919419.html,13.0,500.0
133,1 Zimmer in 3er WG; Leopoldstraße nahe Münchner Freiheit,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing.6926462.html,11.0,550.0
134,Mitbewohner(-in) gesucht für Traumwohnung im Glockenbachviertel nähe Isar,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6926384.html,17.0,850.0
135,"Möbliertes WG-Zimmer, 20 qm in netter 3er WG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6926486.html,20.0,610.0
136,"Preiswertes, möbliertes Zimmer in Münchens bester Lage",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Altstadt-Lehel.5199018.html,16.0,290.0
137,Möbliertes Zimmer von 17.09 bis 17.10.2018 zum Vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6919918.html,18.0,350.0
138,"ab 1.10.18- WG-Zimmer zur Zwischenmiete im Münchner Osten (Nähe Messe, Siemens, Atos, Wacker Chemie, Gernerali, Allianz, Bosch u.a.)",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Trudering.3278644.html,23.0,610.0
139,17qm Zimmer in 3er WG zu vergeben (Lehel),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Altstadt-Lehel.6690146.html,18.0,760.0
140,Möbliertes 15qm Zimmer in 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6608342.html,16.0,365.0
141,Zimmer mitten in der Stadt nähe HBF für 4 Monate (18.11.2018 - ca 28.02.2019),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6234224.html,19.0,700.0
142,**** Schön Wohnen in Bogenhausen - Cosimapark *****,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6387616.html,12.0,390.0
143,"Möbliertes ca 20 qm großes, helles und schön eingerichtetes Zimmer in zentraler Lage nähe Ubahn Poccistr",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6699019.html,20.0,850.0
144,"***** 15qm Zimmer mit Blick ins Grüne in super 4er WG, direkt am Flaucher (Isar) *****",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Untergiesing-Harlaching.6009827.html,15.0,496.0
145,Möbliertes Zimmer 11 qm,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Lerchenau.6923934.html,11.0,510.0
146,"Gemütliches, kleines Zimmer in Schwabinger WG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing.6904943.html,10.0,480.0
147,(Teil)Möbliertes 14 m2 Zimmer in toller Gegend,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.4871841.html,14.0,670.0
148,Zimmer frei in 4-er WG im Herzen von München,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6782251.html,28.0,950.0
149,"Schönes, möbliertes WG-Zimmer in Schwabing",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.4901051.html,13.0,680.0
150,"Neuhausen - helles, gemütliches Gästezimmer auf Zeit",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen.6926140.html,14.0,600.0
151,Helles Zimmer in Top Altbau mit eigenem Bad - Glockenbachviertel,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Gaertnerplatz-Glockenbach.1845912.html,25.0,900.0
152,Möbliertes Zimmer in schöner 5er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6699870.html,10.0,475.0
153,200€ Belohnung für ein WG Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Muenchen.6926153.html,15.0,550.0
154,Voll möbliertes 19qm Zimmer + Loggia in einer 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.5760840.html,19.0,800.0
155,Schönes Zimmer in 4er WG im Gärtnerplatzviertel,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6926155.html,19.0,600.0
156,8m² girl's rooms - 1min. walk to S-Bahn - 18min. ride to Hbf,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.2160804.html,8.0,300.0
